"DGP","Model","CATE_RMSE_Mean","CATE_RMSE_SD","CATE_Bias_Mean","CATE_Bias_SD","CATE_Coverage_Mean","CATE_Coverage_SD","CATE_Correlation_Mean","CATE_Correlation_SD","CATE_CI_Length_Mean","CATE_CI_Length_SD","Est_ATE_Mean","Est_ATE_SD","ATE_Abs_Bias_Mean","ATE_Abs_Bias_SD","ATE_RMSE","Hurdle_CATE_RMSE_Mean","Hurdle_CATE_RMSE_SD","Hurdle_CATE_Bias_Mean","Hurdle_CATE_Bias_SD","Hurdle_CATE_Coverage_Mean","Hurdle_CATE_Coverage_SD","Hurdle_CATE_Correlation_Mean","Hurdle_CATE_Correlation_SD","Hurdle_CATE_CI_Length_Mean","Hurdle_CATE_CI_Length_SD","Est_Hurdle_ATE_Mean","Est_Hurdle_ATE_SD","Hurdle_ATE_Abs_Bias_Mean","Hurdle_ATE_Abs_Bias_SD","Hurdle_ATE_RMSE"
"DGP A: Log-Normal Hurdle","BCF-Linear",6.08202853603361,3.37562947494497,1.00932859236251,0.86788922947723,0.8222,0.13768696379832,0.258671318272349,0.2336053927207,7.0304097239981,1.13033611359235,3.68417003593616,0.849171216573121,1.00932859236252,0.867889229477227,1.27331440700031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DGP A: Log-Normal Hurdle","ZIC-BCF (Path A)",2.67193853323277,0.935053679913538,1.07484106530032,0.447095078741011,0.9248,0.0411059606383308,0.497352977667708,0.183516033439078,5.34007266165149,0.576581846117743,3.74968250887397,0.436623866710802,1.07484106530033,0.447095078741012,1.14682105108142,0.0590832637117412,0.010298461866194,0.0271567925014825,0.0178261168547836,0.9824,0.0236389509073478,0.283994481109621,0.208394362275107,0.271307638718257,0.0556320673627708,0.142702940902269,0.0170142921227937,0.0271567925014826,0.0178261168547836,0.0314913914056667
"DGP A: Log-Normal Hurdle","ZIC-BCF-Smear (Best_Path_Gemini)",2.68442123046605,0.988712429450482,1.07851017319646,0.460958502839134,0.9306,0.0390038459642123,0.49704239993246,0.185359254204273,5.35621183471684,0.575706420293791,3.7533516167701,0.447322747838514,1.07851017319646,0.460958502839135,1.15462997828743,0.0604008524234841,0.0119919991760766,0.028759321018529,0.0200402517325377,0.986,0.0118953772533703,0.298631074944449,0.201418176713095,0.284728663587485,0.0575879312552438,0.144305469419316,0.0192858219525074,0.0287593210185292,0.0200402517325376,0.0338878724184567
"DGP B: Gaussian Hurdle","BCF-Linear",0.567016537742817,0.132192571185211,0.199068543496383,0.146364467183876,0.9424,0.0371658445350028,0.55520579372005,0.209144193226962,2.10598826317813,0.394830303010442,1.92075880671089,0.145745361494039,0.199068543496384,0.146364467183875,0.238256858900195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DGP B: Gaussian Hurdle","ZIC-BCF (Path A)",0.581368869029782,0.129675667739262,0.283599843375296,0.145425435606176,0.965,0.0184797186125763,0.622817747167123,0.132999603050843,2.31495774459947,0.396465041186729,2.00637386648874,0.141810775212012,0.283599843375298,0.145425435606175,0.312005956705141,0.0619898493671875,0.0134065552480547,0.0279930938902423,0.0189297902278106,0.986,0.0189868375460475,0.292075778333651,0.217424679346183,0.296407697486392,0.062348264335883,0.143539242291029,0.0181273973936743,0.0279930938902422,0.0189297902278103,0.0327151780065926
"DGP B: Gaussian Hurdle","ZIC-BCF-Smear (Best_Path_Gemini)",0.554932939160272,0.103768930647976,0.271731370256859,0.140262967414887,0.9668,0.0186735106501161,0.630740784197849,0.119479383948329,2.17743601239787,0.255042702654081,1.9945053933703,0.137209738801305,0.27173137025686,0.140262967414884,0.299293998610219,0.0581881645700459,0.0117668388534565,0.0261797992328896,0.0184134885346658,0.985,0.0226384628453436,0.295769741066757,0.229970273497449,0.276101065392014,0.0411620666648121,0.141725947633676,0.0175869756871839,0.0261797992328896,0.0184134885346656,0.0309293895168886
"DGP C: Tweedie Compound","BCF-Linear",10.587270552086,2.41870356730746,0.433752514065008,0.313214335422501,0.726,0.0798404659305042,0.820071692558434,0.0468571304045627,7.08026372724894,0.996535750739633,7.31040025905886,0.642492894117625,0.43375251406501,0.3132143354225,0.516356291129529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DGP C: Tweedie Compound","ZIC-BCF (Path A)",7.91794878442454,4.09804890026438,2.97847339953915,0.6872996113026,0.9248,0.0882252798238691,0.921098640707944,0.0736639194241032,15.8306269675669,1.65366654866893,10.1027293414087,0.781591518155689,2.97847339953915,0.687299611302605,3.04125112352132,0.0351687425236176,0.00934783240646052,0.0119361828176783,0.00704246343424112,0.992,0.0152479506819769,0.358338680447545,0.199939301897726,0.168305606838794,0.035335781749962,0.0455345065430838,0.0118086399188774,0.0119361828176784,0.00704246343424111,0.0134962770138708
"DGP C: Tweedie Compound","ZIC-BCF-Smear (Best_Path_Gemini)",6.80311499551092,4.29562626749541,1.70043793091347,0.613624037640071,0.9428,0.0801355102311079,0.922101719386122,0.071389662507477,13.6433889552017,1.48021019623997,8.82469387278303,0.639625859752634,1.70043793091347,0.613624037640072,1.78681748495616,0.0350949296105026,0.00881243686983485,0.0106572486483298,0.0079047856659477,0.99,0.0191180542943052,0.357403892925934,0.189300008758525,0.167018716904115,0.0424953597557051,0.0463340077782243,0.0100722711311471,0.0106572486483298,0.0079047856659477,0.0127892712025347
